variable_name,source,original_name,N_nonmissing,pct_missing,is_numeric,mean,sd,label
c2501_socioeconomic_housing_terms_of_lease,c2501,socioeconomic_housing_terms_of_lease,56019,6.66,TRUE,184.3093,232.3772,"Socioeconomic, housing, terms of lease, FAMILY, SOCIOECONOMIC INFO"
c2501_socioeconomic_maternity_price_income,c2501,socioeconomic_maternity_price_income,56019,6.66,TRUE,2.193,2.7056,"Socioeconomic, maternity, price, income, FAMILY, REGISTRATION, SOCIOECONOMIC"
c2501_f08_2501,c2501,f08_2501,56019,6.66,TRUE,0.8349,1.467,f08_2501
c2501_socioeconomic_index,c2501,socioeconomic_index,56019,6.66,TRUE,9.937,19.3804,"SOCIOECONOMIC INDEX, REGISTRATION"
c2501_history_current_or_most_recent_job_time,c2501,history_current_or_most_recent_job_time,56019,6.66,TRUE,131.4799,222.7541,"History, current or most recent job, time (most), MOTHER, WORK HISTORY"
c2501_supplemental_data_most_mother,c2501,supplemental_data_most_mother,56019,6.66,TRUE,1.3913,2.5059,"Supplemental, data (most), MOTHER, REGISTRATION"
c2501_socioeconomic_index_2,c2501,socioeconomic_index_2,56019,6.66,TRUE,14.9444,25.4067,"SOCIOECONOMIC INDEX, FAMILY, REGISTRATION"
c2501_socioeconomic_information_mother,c2501,socioeconomic_information_mother,56019,6.66,TRUE,0.9871,1.3493,"SOCIOECONOMIC INFORMATION, MOTHER"
c2501_housing_number_of_rooms,c2501,housing_number_of_rooms,56019,6.66,TRUE,25.4268,16.1376,"HOUSING, NUMBER OF ROOMS, REGISTRATION"
c2501_housing_persons_per_room,c2501,housing_persons_per_room,56019,6.66,TRUE,54.136,33.6113,"HOUSING, PERSONS PER ROOM, REGISTRATION"
c2501_registration_orient_father,c2501,registration_orient_father,56019,6.66,TRUE,2.5801,2.6112,"Registration, orient, FATHER, REGISTRATION"
c2501_housing_rent_or_mortgage,c2501,housing_rent_or_mortgage,56019,6.66,TRUE,43.5432,28.8307,"HOUSING, RENT OR MORTGAGE, REGISTRATION"
c2501_registration_number_1st_card_father,c2501,registration_number_1st_card_father,56019,6.66,TRUE,1.8802,2.7569,"Registration, number, 1st (card), FATHER"
c2501_housing_payment_method,c2501,housing_payment_method,56019,6.66,TRUE,20.1645,29.6876,"HOUSING, PAYMENT METHOD, REGISTRATION"
c2501_socioeconomic_info_husband_or_father_of,c2501,socioeconomic_info_husband_or_father_of,56019,6.66,TRUE,24.0455,32.0948,"SOCIOECONOMIC INFO, HUSBAND OR FATHER OF BABY, PRESENT, REGISTRATION"
c2501_socioeconomic_info_husband_or_father_of_2,c2501,socioeconomic_info_husband_or_father_of_2,56019,6.66,TRUE,34.9536,34.7533,"SOCIOECONOMIC INFO, HUSBAND OR FATHER OF BABY, REGISTRATION"
c2501_registration_history_father_1st_card_fat,c2501,registration_history_father_1st_card_fat,56019,6.66,TRUE,2.1279,2.6088,"Registration, history, father, 1st (card), FATHER"
c2501_socioeconomic_info,c2501,socioeconomic_info,56019,6.66,TRUE,23.6192,28.6415,SOCIOECONOMIC INFO (REPEATED FROM ABOVE)
c2501_marital_history_marriage_date_yr_father,c2501,marital_history_marriage_date_yr_father,56019,6.66,TRUE,2.3402,3.2478,"Marital history, marriage, date (yr), FATHER, REGISTRATION, SOCIOECONOMIC INFO"
c2501_socioeconomic_info_husband,c2501,socioeconomic_info_husband,56019,6.66,TRUE,31.0883,34.5527,"SOCIOECONOMIC INFO, HUSBAND, REGISTRATION"
c2501_socioeconomic_info_other_additional_fath,c2501,socioeconomic_info_other_additional_fath,56019,6.66,TRUE,25.5478,26.863,"SOCIOECONOMIC INFO, OTHER, ADDITIONAL, FATHER OF BABY OR HUSBAND, FATHER, GENERAL"
c2501_registration_unemployment_during_period,c2501,registration_unemployment_during_period,56019,6.66,TRUE,258.2197,270.2745,"Registration, unemployment during period, time, FATHER, REGISTRATION"
c2501_institution_last_school_father_of_baby_o,c2501,institution_last_school_father_of_baby_o,56019,6.66,TRUE,30.7585,30.6602,"INSTITUTION, LAST, SCHOOL, FATHER OF BABY OR HUSBAND, FATHER"
c2501_institution_last_school_father_of_baby_o_2,c2501,institution_last_school_father_of_baby_o_2,56019,6.66,TRUE,2.1232,3.2697,"INSTITUTION, LAST, SCHOOL, FATHER OF BABY OR HUSBAND, FRIEND"
c2501_socioeconomic_info_father_of_baby_or_hus,c2501,socioeconomic_info_father_of_baby_or_hus,56019,6.66,TRUE,25.1124,34.8912,"SOCIOECONOMIC INFO, GENERAL, FATHER OF BABY OR HUSBAND, FATHER"
c2501_employment_main_present_work_history,c2501,employment_main_present_work_history,56019,6.66,TRUE,222.3557,232.9621,"Employment, main present, REGISTRATION, WORK HISTORY"
c2501_employment_main_present_starting_work_hi,c2501,employment_main_present_starting_work_hi,56019,6.66,TRUE,1835.5923,1517.4798,"Employment, main present, starting, REGISTRATION, WORK HISTORY"
c1501_relationship_identity_of_baby_father,c1501,relationship_identity_of_baby_father,55982,6.72,TRUE,0.1346,0.3596,"Relationship, identity of baby, FATHER"
c1501_f06a1501,c1501,f06a1501,55982,6.72,TRUE,25.9141,27.2244,f06a1501
c1501_f06b1501,c1501,f06b1501,55982,6.72,TRUE,35.817,28.5888,f06b1501
c1501_f06c1501,c1501,f06c1501,55982,6.72,TRUE,41.9027,28.892,f06c1501
c1501_for_number_code,c1501,for_number_code,55979,6.73,TRUE,1.9216,1.3272,"For number code, GENERAL, ADMINISTRATIVE"
c1501_general,c1501,general,55982,6.72,TRUE,214878.9151,134312.2894,"CHILD, GENERAL, EVENT"
c1501_supplemental,c1501,supplemental,55982,6.72,TRUE,214879173.001,134312257.6882,"Supplemental, SOCIOECONOMIC INFO"
c1501_general_2,c1501,general_2,55982,6.72,TRUE,1.9453,3.7789,"CHILD, GENERAL, EVENT"
c1501_education,c1501,education,55982,6.72,TRUE,202.8343,378.921,"Education, SOCIOECONOMIC INFO"
c1501_occupation,c1501,occupation,55982,6.72,TRUE,1.308,1.4265,"Occupation, SOCIOECONOMIC, SOCIOECONOMIC INFO"
c1501_f12b1501,c1501,f12b1501,55982,6.72,TRUE,21.6288,32.3352,f12b1501
c1501_f13_1501,c1501,f13_1501,55982,6.72,TRUE,1.8198,2.6204,f13_1501
c1501_registration_city_pet_number_work_histor,c1501,registration_city_pet_number_work_histor,55982,6.72,TRUE,21439.5233,23543.3832,"Registration, city, pet number, REGISTRATION, WORK HISTORY"
c1501_registration,c1501,registration,60016,0,FALSE,"","","REGISTRATION, MEDICAL HISTORY"
c1501_registration_city_county,c1501,registration_city_county,55982,6.72,TRUE,1.6579,2.7977,"Registration, city, county, REGISTRATION"
c1501_employment_current_or_most_recent_job_ti,c1501,employment_current_or_most_recent_job_ti,55982,6.72,TRUE,23891.2131,30746.9151,"Employment, current or most recent job, time (most), MOTHER, REGISTRATION, WORK"
c1501_general_and_over,c1501,general_and_over,55982,6.72,TRUE,0.2864,1.1401,"General, and over, FAMILY, REGISTRATION"
c1501_registration_hospital_country_number_of,c1501,registration_hospital_country_number_of,55982,6.72,TRUE,1.5163,1.5601,"Registration/hospital, country, number of persons per room, FAMILY, REGISTRATION"
c1501_marital_history_marriage_date_yr_father,c1501,marital_history_marriage_date_yr_father,55982,6.72,TRUE,1.6031,2.609,"Marital history, marriage, date (yr), FATHER, REGISTRATION, SOCIOECONOMIC INFO"
c1501_marital_history_father_of_baby_listed_al,c1501,marital_history_father_of_baby_listed_al,24159,59.75,TRUE,2.3041,2.7861,"Marital history, father of baby, listed all named, FATHER"
c1501_marital_history_father_of_baby_or_husban_2,c1501,marital_history_father_of_baby_or_husban_2,24159,59.75,TRUE,2.2473,1.1816,"Marital history, father of baby or husband, FATHER, WORK HISTORY"
c1501_marital_registration_unemployment_during,c1501,marital_registration_unemployment_during,24159,59.75,TRUE,257.108,130.7431,"Marital/registration, unemployment during period, FATHER, WORK HISTORY"
c1501_employment_current_or_most_recent_mother,c1501,employment_current_or_most_recent_mother,24159,59.75,TRUE,21.125,87.2584,"Employment, current or most recent, MOTHER, REGISTRATION, WORK"
c1501_employment_current_or_most_recent_mother_2,c1501,employment_current_or_most_recent_mother_2,24159,59.75,TRUE,213.4694,872.9414,"Employment, current or most recent, MOTHER, REGISTRATION, WORK"
c1501_occupation_current_or_most_recent_job,c1501,occupation_current_or_most_recent_job,24159,59.75,TRUE,3.3508,3.1974,"Occupation, current or most recent job, REGISTRATION"
c1305_number,c1305,number,55965,6.75,TRUE,0.3051,0.8403,"Number, REGISTRATION, ADMINISTRATIVE"
c1305_f5a1305_month_form_completed,c1305,f5a1305_month_form_completed,55965,6.75,TRUE,7.0689,8.3617,F5a1305_Month form completed
c1305_f5b1305_day_form_completed,c1305,f5b1305_day_form_completed,55965,6.75,TRUE,16.1983,11.2992,F5b1305_Day form completed
c1305_f5c1305_year_form_completed,c1305,f5c1305_year_form_completed,55965,6.75,TRUE,62.549,3.6558,F5c1305_Year form completed
c1305_f6_#illnesses_confinement_to_bed,c1305,f6_#illnesses_confinement_to_bed,55965,6.75,TRUE,0.5658,1.005,F6_#illnesses_confinement to bed
c1305_form_date_yr,c1305,form_date_yr,55965,6.75,TRUE,2.2073,3.1488,"Form date (yr), REGISTRATION, MEDICAL HISTORY"
c1305_history:_date_base_onset,c1305,history:_date_base_onset,55965,6.75,TRUE,10.3523,20.7439,"History: date, registration, base onset, REGISTRATION, MEDICAL HISTORY"
c1305_history:_date_medical,c1305,history:_date_medical,55965,6.75,TRUE,142.5954,236.4254,"History: date, REGISTRATION, MEDICAL"
c1305_history:_disability:_non_confirmation_mo,c1305,history:_disability:_non_confirmation_mo,55965,6.75,TRUE,1.7477,3.3268,"History: disability: non confirmation, MOTHER, REGISTRATION, MEDICAL"
c1305_history:_recording_confirmation_date_ons,c1305,history:_recording_confirmation_date_ons,55965,6.75,TRUE,26.5105,39.0481,"History: recording confirmation, date onset (yr), MOTHER, REGISTRATION, MEDICAL HISTORY"
c1305_medical_history_recording_confirmation_m,c1305,medical_history_recording_confirmation_m,55965,6.75,TRUE,1.2593,2.3427,"MEDICAL HISTORY, recording confirmation, MOTHER, REGISTRATION, MEDICAL"
c1305_history:_recording_confirmation_investor,c1305,history:_recording_confirmation_investor,55965,6.75,TRUE,0.5276,1.0935,"History: recording confirmation, investor consulted, MOTHER, REGISTRATION"
c1305_history:_recording_confirmation_investor_2,c1305,history:_recording_confirmation_investor_2,55965,6.75,TRUE,0.6517,2.0156,"History: recording confirmation, investor consulted, MOTHER, REGISTRATION"
c1305_history:_last_year_mother,c1305,history:_last_year_mother,55965,6.75,TRUE,0.2739,1.1839,"History: last year, MOTHER, REGISTRATION"
c1305_history:_recording_body_weight_live_moth,c1305,history:_recording_body_weight_live_moth,55965,6.75,TRUE,0.1163,0.9592,"History: recording body/weight, live, MOTHER, REGISTRATION"
c1305_history:_recording_confirmation_date_ons_2,c1305,history:_recording_confirmation_date_ons_2,55965,6.75,TRUE,0.4009,1.4508,"History: recording confirmation, date onset (yr), MOTHER, REGISTRATION"
c1305_history:_recording_confirmation_date_ons_3,c1305,history:_recording_confirmation_date_ons_3,55965,6.75,TRUE,1.7823,10.8715,"History: recording confirmation, date onset (yr), MOTHER, REGISTRATION"
c1305_history:_recording_confirmation_consulte,c1305,history:_recording_confirmation_consulte,55965,6.75,TRUE,6.2518,22.7259,"History: recording confirmation/consulted or registration, MOTHER, REGISTRATION"
c1305_history:_registration,c1305,history:_registration,55965,6.75,TRUE,798.0942,2500.6594,"History: REGISTRATION, MEDICAL HISTORY"
c1305_disability_incompatibility_recording_con,c1305,disability_incompatibility_recording_con,55965,6.75,TRUE,7123.3134,20702.0539,"Disability/incompatibility, recording confirmation, date onset (yr), MOTHER, REGISTRATION"
c1305_history:_confirmation_date_onset_yr_moth,c1305,history:_confirmation_date_onset_yr_moth,55965,6.75,TRUE,11.8128,91.5534,"History: confirmation, date onset (yr), MOTHER, REGISTRATION, REGISTRATION"
c1305_disability_recording_confirmation_date_o,c1305,disability_recording_confirmation_date_o,55965,6.75,TRUE,0.076,0.7904,"Disability, recording confirmation, date onset (yr), MOTHER, REGISTRATION"
c1305_disability_recording_confirmation_mother,c1305,disability_recording_confirmation_mother,55965,6.75,TRUE,25.4317,147.5721,"Disability, recording confirmation, MOTHER, REGISTRATION"
c1305_disability_recording_confirmation_date_o_2,c1305,disability_recording_confirmation_date_o_2,55965,6.75,TRUE,9.9986,82.1575,"Disability, recording confirmation, date onset (yr), MOTHER, REGISTRATION"
c1305_disability_incompatibility_date_onset_yr,c1305,disability_incompatibility_date_onset_yr,55965,6.75,TRUE,1.0823,9.4417,"Disability/incompatibility, date onset (yr), MOTHER, REGISTRATION"
c1305_disability_date_onset_yr_mother,c1305,disability_date_onset_yr_mother,55965,6.75,TRUE,0.7143,8.1664,"Disability, registration, date onset (yr), MOTHER, REGISTRATION"
c1305_disability_incompatibility_date_onset_yr_2,c1305,disability_incompatibility_date_onset_yr_2,55965,6.75,TRUE,0.7074,8.0466,"Disability/incompatibility, date onset (yr), MOTHER, REGISTRATION"
c1305_disability_date_onset_compiled_or_regist,c1305,disability_date_onset_compiled_or_regist,55965,6.75,TRUE,1118.0097,10258.8139,"Disability, date onset compiled or registration, MOTHER, REGISTRATION"
c1306_prenatal,c1306,prenatal,55937,6.8,TRUE,0.2918,0.7649,"PRENATAL, ADMINISTRATIVE"
c1306_mother_2,c1306,mother_2,55937,6.8,TRUE,7095536.6993,7559247.6261,"MOTHER, REGISTRATION, MEDICAL HISTORY"
c1306_mother_physical,c1306,mother_physical,55937,6.8,TRUE,261069.0029,300876.1211,"MOTHER, prenatal, physical, PRENATAL, PHYSICAL EXAM"
c1306_mother_preconception_gynecological_histo,c1306,mother_preconception_gynecological_histo,55937,6.8,TRUE,138715.6786,248798.3197,"MOTHER, PRECONCEPTION, GYNECOLOGICAL, HISTORY"
c1306_f9b_hospital_iii_month,c1306,f9b_hospital_iii_month,55937,6.8,TRUE,8.4972,27.1215,F9b_Hospital III_Month
c1306_f9c_hospital_iii_year,c1306,f9c_hospital_iii_year,55937,6.8,TRUE,7.6894,19.5377,F9c_Hospital III_Year
c1306_f10a_hospital_iv_ill_or_disab,c1306,f10a_hospital_iv_ill_or_disab,55937,6.8,TRUE,4.7372,17.5302,F10a_Hospital IV_Ill or disab
c1306_f10b_hospital_iv_month,c1306,f10b_hospital_iv_month,55937,6.8,TRUE,4.9064,21.021,F10b_Hospital IV_Month
c1306_f10c_hospital_iv_year,c1306,f10c_hospital_iv_year,55937,6.8,TRUE,4.5289,15.6711,F10c_Hospital IV_Year
c1306_f11a_hospital_v_ill_or_disab,c1306,f11a_hospital_v_ill_or_disab,55937,6.8,TRUE,2.3004,12.3371,F11a_Hospital V_Ill or disab
c1306_f11b_hospital_v_month,c1306,f11b_hospital_v_month,55937,6.8,TRUE,2.3478,14.7102,F11b_Hospital V_Month
c1306_f11c_hospital_v_year,c1306,f11c_hospital_v_year,55937,6.8,TRUE,2.3193,11.5643,F11c_Hospital V_Year
c2306_f2a2306_month_form_completed,c2306,f2a2306_month_form_completed,55918,6.83,TRUE,6.926,7.4868,F2a2306_Month form completed
c2306_f2b2306_day_form_completed,c2306,f2b2306_day_form_completed,55918,6.83,TRUE,16.0404,10.8109,F2b2306_Day form completed
c2306_f2c2306_year_form_completed,c2306,f2c2306_year_form_completed,55918,6.83,TRUE,62.482,3.3223,F2c2306_Year form completed
c2306_f3_number_radiological_exams,c2306,f3_number_radiological_exams,55918,6.83,TRUE,1.0171,1.3984,F3_Number radiological exams
c2306_f4b_radiologic_exam_i_month,c2306,f4b_radiologic_exam_i_month,55918,6.83,TRUE,7.8591,21.5748,F4b_Radiologic exam I_Month
c2306_f4c_radiologic_exam_i_year,c2306,f4c_radiologic_exam_i_year,55918,6.83,TRUE,30.1287,31.1486,F4c_Radiologic exam I_Year
c2306_f5a_radiologic_exam_ii_chest_and_other,c2306,f5a_radiologic_exam_ii_chest_and_other,55918,6.83,TRUE,0.5783,1.414,F5a_Radiologic exam II_Chest and other
c2306_f5b_radiologic_exam_ii_month,c2306,f5b_radiologic_exam_ii_month,55918,6.83,TRUE,3.8052,17.1053,F5b_Radiologic exam II_Month
c2306_f5c_radiologic_exam_ii_year,c2306,f5c_radiologic_exam_ii_year,55918,6.83,TRUE,9.3871,22.3325,F5c_Radiologic exam II_Year
c2306_f6a_radiologic_exam_iii_chest_and_other,c2306,f6a_radiologic_exam_iii_chest_and_other,55918,6.83,TRUE,0.187,0.8843,F6a_Radiologic exam III_Chest and other
c2306_f6b_radiologic_exam_iii_month,c2306,f6b_radiologic_exam_iii_month,55918,6.83,TRUE,1.6862,12.0699,F6b_Radiologic exam III_Month
c2306_f6c_radiologic_exam_iii_year,c2306,f6c_radiologic_exam_iii_year,55918,6.83,TRUE,2.9632,13.4167,F6c_Radiologic exam III_Year
c2306_x_ray_exposure,c2306,x_ray_exposure,55918,6.83,TRUE,0.2233,1.2611,X-Ray Exposure
c2306_f7a_radiologic_exam_iv_chest_and_other,c2306,f7a_radiologic_exam_iv_chest_and_other,55918,6.83,TRUE,0.0984,0.6837,F7a_Radiologic exam IV_Chest and other
c2306_f7b_radiologic_exam_iv_month,c2306,f7b_radiologic_exam_iv_month,55918,6.83,TRUE,1.0908,9.9767,F7b_Radiologic exam IV_Month
c2306_f7c_radiologic_exam_iv_year,c2306,f7c_radiologic_exam_iv_year,55918,6.83,TRUE,1.4907,9.7948,F7c_Radiologic exam IV_Year
c2306_f8_number_chest_x_rays,c2306,f8_number_chest_x_rays,55918,6.83,TRUE,7.2291,16.969,F8_Number chest x-rays
c2306_f9_number_dental_x_rays,c2306,f9_number_dental_x_rays,55918,6.83,TRUE,4.6075,15.7342,F9_Number dental x-rays
c2306_f10_number_exams_extremities,c2306,f10_number_exams_extremities,55918,6.83,TRUE,1.6046,3.1797,F10_Number exams_extremities
c2306_f11a_exam_of_extremities_i_type_site,c2306,f11a_exam_of_extremities_i_type_site,55918,6.83,TRUE,1.8539,3.2839,F11a_Exam of extremities I_Type_site
c2306_f11b_exam_of_extremities_i_year,c2306,f11b_exam_of_extremities_i_year,55918,6.83,TRUE,22.0066,37.4833,F11b_Exam of extremities I_Year
c2306_f12a_exam_of_extremities_ii_type_site,c2306,f12a_exam_of_extremities_ii_type_site,55918,6.83,TRUE,1.7149,3.2751,F12a_Exam of extremities II_Type_site
c2306_f12b_exam_of_extremities_ii_year,c2306,f12b_exam_of_extremities_ii_year,55918,6.83,TRUE,20.1619,37.1991,F12b_Exam of extremities II_Year
c2306_f13a_exam_of_extremities_iii_type_site,c2306,f13a_exam_of_extremities_iii_type_site,55918,6.83,TRUE,1.435,3.2411,F13a_Exam of extremities III_Type_site
c2306_f13b_exam_of_extremities_iii_year,c2306,f13b_exam_of_extremities_iii_year,55918,6.83,TRUE,16.0722,35.9538,F13b_Exam of extremities III_Year
c2306_f14_number_exams_not_enumerated_above,c2306,f14_number_exams_not_enumerated_above,55918,6.83,TRUE,1.6477,3.1471,F14_Number exams not enumerated above
c2306_f15a_other_exams_i_type_site,c2306,f15a_other_exams_i_type_site,55918,6.83,TRUE,1.7621,3.1937,F15a_Other exams I_Type_site
c2306_f15b_other_exams_i_year,c2306,f15b_other_exams_i_year,55918,6.83,TRUE,23.9242,37.6659,F15b_Other exams I_Year
c2306_f16a_other_exams_ii_type_site,c2306,f16a_other_exams_ii_type_site,55918,6.83,TRUE,1.6154,3.1955,F16a_Other exams II_Type_site
c2306_f16b_other_exams_ii_year,c2306,f16b_other_exams_ii_year,55918,6.83,TRUE,21.1355,37.259,F16b_Other exams II_Year
c2306_f17a_other_exams_iii_type_site,c2306,f17a_other_exams_iii_type_site,55918,6.83,TRUE,1.409,3.2034,F17a_Other exams III_Type_site
c2306_f17b_other_exams_iii_year,c2306,f17b_other_exams_iii_year,55918,6.83,TRUE,16.3104,35.8452,F17b_Other exams III_Year
c2305_number,c2305,number,55697,7.2,TRUE,0.3047,0.8393,"Number, REGISTRATION, ADMINISTRATIVE"
c2305_f2a2305_month_form_completed,c2305,f2a2305_month_form_completed,55697,7.2,TRUE,7.0678,8.3502,F2a2305_Month form completed
c2305_f2b2305_day_form_completed,c2305,f2b2305_day_form_completed,55697,7.2,TRUE,16.1964,11.2899,F2b2305_Day form completed
c2305_f2c2305_year_form_completed,c2305,f2c2305_year_form_completed,55697,7.2,TRUE,62.5475,3.654,F2c2305_Year form completed
c2305_f3a_total_non_confin_ill_or_disabil,c2305,f3a_total_non_confin_ill_or_disabil,55697,7.2,TRUE,1.3278,1.605,F3a_Total non-confin ill or disabil
c2305_form_date_yr,c2305,form_date_yr,55697,7.2,TRUE,0.6079,1.0734,"Form date (yr), REGISTRATION, MEDICAL HISTORY"
c2305_history:_date_base_onset,c2305,history:_date_base_onset,55697,7.2,TRUE,18.7222,31.1284,"History: date, registration, base onset, REGISTRATION, MEDICAL HISTORY"
c2305_history:_date_medical,c2305,history:_date_medical,55697,7.2,TRUE,45.3486,160.5508,"History: date, REGISTRATION, MEDICAL"
c2305_history:_disability:_non_confirmation_mo,c2305,history:_disability:_non_confirmation_mo,55697,7.2,TRUE,2.1027,3.5975,"History: disability: non confirmation, MOTHER, REGISTRATION, MEDICAL"
c2305_history:_recording_confirmation_date_ons,c2305,history:_recording_confirmation_date_ons,55697,7.2,TRUE,19.4052,29.8687,"History: recording confirmation, date onset (yr), MOTHER, REGISTRATION, MEDICAL HISTORY"
c2305_medical_history_recording_confirmation_m,c2305,medical_history_recording_confirmation_m,55697,7.2,TRUE,0.3719,0.9311,"MEDICAL HISTORY, recording confirmation, MOTHER, REGISTRATION, MEDICAL"
c2305_history:_recording_confirmation_investor,c2305,history:_recording_confirmation_investor,55697,7.2,TRUE,0.9916,2.4056,"History: recording confirmation, investor consulted, MOTHER, REGISTRATION"
c2305_history:_recording_confirmation_investor_2,c2305,history:_recording_confirmation_investor_2,55697,7.2,TRUE,0.3847,1.3237,"History: recording confirmation, investor consulted, MOTHER, REGISTRATION"
c2305_history:_last_year_mother,c2305,history:_last_year_mother,55697,7.2,TRUE,0.1876,1.1667,"History: last year, MOTHER, REGISTRATION"
c2305_history:_recording_body_weight_live_moth,c2305,history:_recording_body_weight_live_moth,55697,7.2,TRUE,0.7375,2.0853,"History: recording body/weight, live, MOTHER, REGISTRATION"
c2305_history:_recording_confirmation_date_ons_2,c2305,history:_recording_confirmation_date_ons_2,55697,7.2,TRUE,0.9185,2.6254,"History: recording confirmation, date onset (yr), MOTHER, REGISTRATION"
c2305_history:_recording_confirmation_date_ons_3,c2305,history:_recording_confirmation_date_ons_3,55697,7.2,TRUE,12.34,30.4323,"History: recording confirmation, date onset (yr), MOTHER, REGISTRATION"
c2305_history:_recording_confirmation_consulte,c2305,history:_recording_confirmation_consulte,55697,7.2,TRUE,5.7799,16.4143,"History: recording confirmation/consulted or registration, MOTHER, REGISTRATION"
